"","X","chatter","current_events","travel","photo_sharing","uncategorized","tv_film","sports_fandom","politics","food","family","home_and_garden","music","news","online_gaming","shopping","health_nutrition","college_uni","sports_playing","cooking","eco","computers","business","outdoors","crafts","automotive","art","religion","beauty","parenting","dating","school","personal_fitness","fashion","small_business","spam","adult","total"
"160","rdc64jxkn",9,2,1,1,0,1,2,2,0,1,1,0,0,1,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,31
"161","ezlnsb527",4,3,1,9,0,0,0,3,0,0,0,0,1,0,6,0,1,0,1,1,0,0,0,2,1,1,2,0,0,0,0,0,1,1,0,0,38
"162","8xuhcbmi9",1,1,2,0,1,0,0,4,0,0,0,3,3,3,0,0,4,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28
"163","mac3ovtbf",2,0,3,1,0,0,1,8,1,1,0,0,4,4,0,0,2,2,0,0,4,1,1,0,3,1,0,0,0,1,0,1,0,1,0,0,42
"164","hrsuteliq",1,1,8,1,0,0,0,10,1,0,1,0,3,0,1,1,2,0,0,1,0,0,0,1,1,0,2,0,0,0,1,1,0,1,0,0,38
"165","bntfsmlge",2,4,7,0,0,2,0,6,3,1,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,35
"166","58ndl2rhy",4,1,0,2,0,0,2,2,4,1,1,1,3,0,0,6,0,0,2,1,0,1,1,0,3,2,0,3,1,0,0,7,1,0,0,0,49
"167","5nqkugldx",1,0,1,0,0,1,3,0,2,0,0,0,2,1,2,8,1,0,5,1,1,0,2,1,0,2,0,0,0,2,0,5,2,0,0,0,43
"168","od6ye9swv",3,0,1,0,2,1,4,0,0,0,0,0,1,0,2,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,25
"169","i6rzmj3fc",9,1,1,2,1,0,0,0,0,0,1,2,0,3,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30
"170","w9ztn3u2g",2,1,1,2,0,4,1,0,2,0,0,0,1,1,0,5,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,28
"171","qk2syhoga",3,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,15
"172","hj1fg7825",7,1,4,7,3,10,0,3,0,0,0,2,0,1,10,1,1,0,3,2,0,0,0,3,1,7,1,1,1,0,0,1,0,0,0,0,70
"173","7kbre6zo3",1,3,2,5,1,0,0,1,4,2,2,1,0,0,0,17,0,1,6,1,0,0,2,0,0,1,2,1,0,2,2,12,4,0,0,0,73
"174","gyjsu6th2",12,1,2,7,1,1,2,1,1,0,2,5,3,0,1,1,1,1,3,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,51
"175","7uzdbfko6",4,3,2,2,2,1,0,0,0,1,0,0,1,1,6,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,32
"176","fjtr145ey",1,0,1,0,2,0,1,1,1,0,1,0,1,0,0,15,0,0,3,0,0,0,4,0,1,0,1,0,0,0,0,7,0,0,0,0,40
"177","x4y3k7zme",1,0,3,2,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14
"178","ncki8fjrh",8,1,1,4,2,0,3,1,3,1,1,0,0,1,4,1,0,0,2,2,2,1,1,0,1,0,1,0,5,1,1,0,1,2,0,0,51
"179","ht9rwxbj2",3,2,1,1,1,1,3,0,3,1,1,0,2,0,1,6,0,1,0,3,1,0,1,1,2,1,5,0,4,1,0,5,0,0,0,0,51
"180","yildv9n7f",4,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,1,0,4,3,0,2,0,0,0,25
"181","vonr6izeb",3,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12
"182","lv37cabyt",7,2,0,4,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,21
"183","afjrsoqen",1,0,1,4,1,0,4,3,0,0,1,0,5,2,0,1,1,1,8,0,0,0,1,2,3,1,1,4,2,0,0,1,11,1,0,0,60
"184","4iadgb5v9",2,2,1,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,1,4,26
"185","2oqctx3n9",10,0,5,2,1,1,0,10,0,0,0,0,3,3,0,0,0,2,2,0,3,0,1,1,0,0,1,2,2,8,0,1,0,2,0,3,63
"186","mfc6vuq1d",7,2,1,6,3,0,0,1,0,2,1,1,0,3,5,15,0,0,3,2,0,1,5,1,0,0,0,0,1,0,1,7,0,0,0,0,68
"187","m7vjxi3cn",8,2,2,1,1,1,2,1,0,1,1,0,1,0,2,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,30
"188","pdy34t2wj",2,1,0,0,0,1,5,4,1,0,1,0,3,0,1,3,0,0,3,0,2,2,0,0,4,0,0,0,0,2,1,2,0,0,0,0,38
"189","qndlba62g",1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"190","xwtkn1u8j",6,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,20
"191","7o8m1gja2",0,2,1,0,1,0,5,1,2,1,0,1,1,0,0,0,0,1,1,2,0,0,0,0,1,0,3,1,4,0,1,0,1,0,0,0,30
"192","ylskpeqjr",1,1,0,1,0,0,1,1,2,1,1,0,0,0,1,7,1,0,4,0,0,1,4,0,0,0,0,0,0,2,0,3,0,0,0,0,32
"193","pxldrwo3k",5,3,0,4,0,0,3,1,4,3,0,0,0,0,4,0,0,2,0,1,0,0,1,2,1,0,4,0,3,1,3,1,0,0,0,0,46
"194","c2gkemi7v",3,3,5,2,0,2,0,4,1,1,0,1,1,0,1,0,0,0,6,1,2,3,0,0,0,0,0,0,1,0,1,0,4,0,0,0,42
"195","qciyntfbm",2,0,2,1,0,0,0,2,0,0,0,1,0,7,0,0,6,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,27
"196","rbjy1fouq",1,2,1,0,1,6,0,0,0,1,0,2,0,1,0,0,6,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,28
"197","oshgfi1jn",8,1,0,8,1,0,0,4,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30
"198","8rt3eacy1",3,1,1,4,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
"199","6bty7qn8p",2,3,2,4,2,0,0,4,1,1,1,0,0,0,1,0,1,1,7,1,1,0,0,1,2,2,0,0,1,0,0,0,1,2,0,0,41
"200","saobv27dm",6,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,19
"201","q6g4ueb1w",5,0,1,1,0,0,0,0,2,0,0,0,2,0,0,5,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,23
"202","wksx3edoy",5,2,2,0,1,4,1,1,0,0,0,5,0,0,1,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,29
"203","o56qbt7ew",1,2,1,2,3,0,0,1,1,1,0,2,1,0,3,3,1,0,5,1,0,0,2,0,2,0,0,0,0,1,0,4,2,1,0,12,52
"204","esy96m2hd",3,1,0,0,0,1,2,1,3,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,2,1,1,0,0,0,1,0,0,0,24
"205","bk3tfi2pe",3,1,1,3,1,2,1,0,0,0,0,1,1,5,0,1,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,30
"206","ynrheu46x",1,1,1,0,3,3,2,2,6,3,0,1,1,0,1,8,0,0,6,0,0,1,4,1,0,3,2,1,0,1,1,0,0,1,0,0,54
"207","w3g6armlo",1,1,0,1,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,12
"208","652ef4i7s",1,1,1,0,0,0,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,3,1,1,0,0,0,0,0,0,0,22
"209","do5te2r4n",14,3,0,4,0,0,0,5,1,0,0,0,0,0,4,2,0,2,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,43
"210","7a63dwo12",2,1,2,1,1,0,1,0,3,0,0,0,0,1,1,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,22
"211","p1qe6ozg5",5,1,0,1,0,0,1,0,1,1,0,0,0,4,0,1,7,1,1,0,0,0,0,0,2,0,4,0,0,0,1,0,0,2,0,0,33
"212","xy8k45bv7",2,0,0,1,0,1,1,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14
"213","gnxfbq5kc",5,1,0,4,0,4,1,1,1,0,2,0,0,0,2,0,0,1,0,0,1,0,0,2,0,1,0,1,2,0,1,0,1,0,0,0,31
"214","c9h6qws8d",15,2,5,7,1,0,0,12,1,1,2,1,1,1,3,3,1,1,3,2,3,2,0,0,1,0,2,0,1,2,1,1,0,0,0,0,75
"215","vdlkf68zn",8,0,2,8,0,2,2,2,3,2,2,1,4,2,0,0,1,0,13,0,1,0,1,1,3,4,2,3,0,1,0,1,8,0,0,0,77
"216","uljartgwf",0,3,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,17
"217","njd74c1e2",6,1,1,1,1,0,3,3,2,2,0,1,6,0,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,37
"218","g279n4z3v",5,0,0,2,0,0,0,1,0,0,1,0,0,4,1,0,3,1,0,0,0,0,0,1,0,2,1,0,2,0,1,0,0,0,0,0,25
"219","7o5etmfc9",4,3,2,2,0,5,1,5,0,1,0,2,10,1,3,9,0,2,4,0,0,1,3,1,1,6,0,0,1,1,0,0,2,0,0,0,70
"220","5jxqygf93",3,3,3,1,1,0,1,1,1,0,1,4,2,0,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,29
"221","by83ps7r2",8,1,0,1,0,0,0,2,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,1,0,0,26
"222","qdb9fe7o8",10,0,1,1,0,0,0,2,1,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,27
"223","w6e5ud731",1,2,1,3,0,3,2,0,1,0,1,0,0,0,1,0,1,1,3,1,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,27
"224","4uq7yx863",2,2,1,2,3,0,0,1,1,1,0,1,1,0,0,17,1,0,4,0,0,1,5,0,0,0,0,0,0,1,0,6,1,0,0,0,51
"225","rdmpvh5e7",5,2,1,1,1,2,1,0,1,0,2,0,0,0,2,0,4,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,26
"226","g4f6zbvwm",7,2,1,3,1,0,1,2,2,1,0,0,0,0,0,9,0,1,1,1,0,0,0,0,0,0,1,1,0,14,2,5,3,2,0,0,60
"227","ceokhdut7",3,5,1,1,0,3,0,2,4,1,0,0,0,0,2,18,2,0,8,1,0,1,2,0,0,0,3,0,0,0,1,13,9,0,0,0,80
"228","r8l4x279z",8,3,3,3,1,0,0,3,2,1,0,0,1,0,4,12,1,0,4,1,0,0,1,0,1,0,0,0,0,2,1,9,0,0,0,0,61
"229","7izbsr3kv",2,1,1,3,0,1,7,13,0,2,1,0,14,0,3,1,1,0,0,0,0,0,0,0,7,0,1,0,1,0,0,1,0,1,0,0,61
"230","hfkq7oyu4",3,1,3,1,0,1,2,9,1,1,0,2,7,0,0,1,0,0,1,0,1,0,2,0,5,0,0,0,0,2,1,0,0,0,0,0,44
"231","h1k86clbi",6,2,1,0,1,2,2,4,4,1,1,0,3,0,1,0,3,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,37
"232","azf3b7emn",1,1,1,2,0,1,7,1,4,5,0,0,0,4,2,9,2,1,0,1,1,0,0,0,1,0,2,1,3,1,2,2,0,0,0,0,55
"233","zedtqi9y8",8,2,0,4,0,1,0,0,4,0,0,1,2,0,1,22,0,0,6,4,1,1,3,0,1,4,0,0,0,1,0,11,1,2,0,0,80
"234","hk6txyuj9",5,1,0,6,1,0,3,0,0,0,1,0,1,0,0,1,1,1,8,0,1,0,1,1,0,0,3,5,5,0,3,0,9,0,0,0,57
"235","b3o19kf7s",4,0,0,2,0,0,7,1,5,1,1,2,0,0,0,7,2,1,4,0,1,2,1,2,1,1,3,1,2,1,2,3,0,1,0,5,63
"236","odwslianp",2,3,1,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,10,0,0,1,0,0,0,0,0,3,0,0,1,0,1,1,0,0,30
"237","57b3rt6yf",3,2,0,2,2,0,0,0,0,0,0,1,0,1,0,0,2,2,3,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,24
"238","cwjo8htd9",2,3,0,3,1,1,7,1,4,1,1,0,2,2,0,0,0,1,5,0,0,0,1,1,2,0,3,2,6,0,2,0,2,0,0,0,53
"239","76xnevlgt",4,2,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
"240","oldwipvkf",4,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13
"241","d1c7o4u5j",1,1,0,2,1,4,1,0,1,1,1,4,1,1,0,1,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"242","9g4imoe5t",0,2,0,1,0,2,6,1,3,1,2,1,2,1,3,1,0,0,1,1,1,0,0,0,0,0,4,1,4,0,1,0,0,2,0,0,41
"243","2agilv9w4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"244","jg6rki2bd",2,2,3,0,3,4,3,0,1,1,2,5,0,1,1,0,9,3,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,46
"245","hxt5l9ifu",5,6,0,1,0,1,2,9,2,3,4,2,5,11,1,2,10,3,13,1,2,0,1,0,0,2,0,6,0,7,2,9,10,0,0,0,120
"246","1652zjwrc",5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12
"247","zv2i13t4x",1,0,1,0,1,0,4,0,2,1,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,3,0,6,0,0,2,1,0,0,0,28
"248","4ecujq2i8",9,0,3,6,2,1,0,1,2,1,0,0,1,0,3,9,0,0,6,1,1,2,3,0,0,1,1,4,3,1,0,6,5,0,0,0,72
"249","8qomjvade",1,3,0,6,0,1,0,2,0,0,1,0,0,1,1,8,0,1,1,2,0,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0,38
"250","slwhu9n3z",6,2,2,1,1,1,4,1,0,1,0,0,1,0,1,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0,38
"251","onchsr94l",3,0,4,5,1,0,0,11,2,0,0,0,1,0,1,12,0,0,4,0,0,1,1,1,1,0,0,0,0,0,1,5,1,0,0,0,55
"252","rhkwu35pm",3,2,3,2,0,6,2,0,2,0,0,0,1,0,3,7,1,1,6,1,0,2,0,0,1,0,1,0,0,0,1,4,2,0,0,0,51
"253","wds26mlz1",4,1,3,4,2,2,0,2,2,1,0,0,0,11,3,0,9,2,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,52
"254","blcenwz37",1,1,7,10,1,1,0,7,1,0,0,2,3,0,2,0,3,0,21,1,6,0,0,1,0,1,0,6,0,2,2,0,8,0,0,0,87
"255","god48l2ay",1,3,0,4,0,3,1,2,2,0,1,3,0,0,2,0,2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,30
"256","fglzjk34p",4,0,0,1,2,7,1,0,0,1,1,1,0,9,2,0,8,3,1,0,0,0,0,2,1,3,0,0,1,0,1,0,0,0,0,0,49
"257","gortd4syb",6,1,7,3,2,5,0,5,2,1,0,0,4,1,0,2,1,0,0,0,2,0,3,0,0,5,0,0,1,0,0,0,0,0,0,0,51
"258","gw4r8qjf3",7,0,0,4,1,3,0,3,0,1,1,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27
"259","ei4vh8m6d",3,1,0,2,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
"260","9qify3cw2",0,1,0,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,15
"261","n1qui8tjy",1,2,1,5,1,1,1,3,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,24
"262","wilfhaso7",3,1,1,1,2,2,0,0,4,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,4,0,0,1,1,2,0,0,0,0,0,28
"263","7jn963max",8,4,1,7,2,0,0,1,1,1,1,1,0,0,3,4,0,1,0,1,1,0,1,1,2,1,1,0,0,1,2,3,1,0,0,0,50
"264","eh7wgayqp",3,2,2,4,0,1,0,1,3,2,0,0,1,0,0,1,0,0,20,0,1,0,2,1,0,0,0,3,0,1,2,3,6,0,0,0,59
"265","he7mrykia",3,3,3,4,0,2,1,0,2,0,1,0,1,3,3,20,7,1,3,1,1,1,3,0,0,1,0,0,0,0,1,9,2,1,0,0,77
"266","4qgsv32zw",4,1,3,4,0,2,1,5,0,1,2,0,8,2,0,0,1,1,1,1,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,43
"267","qs93kur64",2,1,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,19
"268","98g7an2rd",1,0,1,0,2,5,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,5,2,0,0,0,0,0,2,1,0,0,30
"269","4ycbmh5wp",6,4,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,22
"270","sbio5wlpq",3,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,17
"271","iroexhjny",1,0,2,1,1,1,0,0,0,0,1,1,1,1,2,0,2,1,7,0,1,0,0,0,0,1,1,3,0,0,0,0,3,0,0,0,31
"272","xu7infv45",3,0,1,1,0,1,1,1,1,0,0,0,0,7,0,0,8,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30
"273","vbktlcs8n",3,3,1,5,0,0,2,6,1,2,1,0,1,0,1,0,0,0,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,33
"274","e149zrcqd",1,2,0,0,3,0,7,3,11,5,1,0,1,0,2,10,0,1,4,2,2,1,0,1,1,0,5,0,7,1,3,8,1,1,0,0,84
"275","geh9zvkri",9,1,0,2,1,0,0,1,1,1,1,0,2,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,32
"276","1vbx9eu34",0,2,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,5,19
"277","dpe1m5j7f",4,2,1,1,1,0,1,1,2,1,0,0,1,1,1,12,0,0,2,0,0,0,3,1,1,0,1,0,0,1,0,11,1,0,0,0,50
"278","3wy2rbdsq",2,1,1,1,1,0,2,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,20
"279","d8azeu7g6",11,4,1,6,0,1,0,0,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,35
"280","mi4ofjxkl",10,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2,1,1,1,3,1,0,0,0,0,3,2,16,4,1,1,4,0,0,60
"281","sp4i7zkhq",6,0,4,5,3,1,1,0,1,0,0,0,0,1,5,1,1,2,7,0,0,1,0,0,1,0,0,0,0,0,1,0,3,1,0,0,45
"282","xiwnot5zc",3,1,3,0,3,10,2,2,2,1,0,4,2,1,1,1,5,4,0,0,0,0,2,0,0,0,2,2,1,0,0,0,2,0,0,0,54
"283","ubdiyq3e4",2,1,3,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,16
"284","zolwex2h5",6,1,1,1,0,1,0,0,0,0,0,2,0,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,21
"285","klvea21xg",3,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14
"286","nljm3iv1a",1,1,3,6,1,0,0,1,0,0,0,0,1,0,1,1,0,0,21,0,1,0,0,0,0,0,1,3,2,0,1,0,9,1,0,0,55
"287","u12ktqag3",9,3,1,6,0,2,7,2,4,5,2,0,2,1,6,3,2,1,0,0,3,1,0,5,1,0,4,1,2,1,0,0,1,0,0,0,75
"288","h5gcqxu7z",5,1,1,0,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,19
"289","zdmvesk93",3,0,5,5,1,0,2,13,2,0,0,0,6,0,2,0,1,0,0,1,4,1,0,0,0,1,2,2,2,1,1,1,0,0,0,0,56
"290","uhydetn94",7,1,0,3,1,3,2,5,1,2,0,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,36
"291","5j32l9nqp",2,1,3,0,0,1,2,1,1,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,21
"292","akfih31c9",16,1,3,9,1,0,2,0,1,0,0,1,0,1,4,0,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,47
"293","t3yfr485a",8,2,0,4,0,1,1,2,1,1,1,0,0,2,4,7,4,1,4,0,1,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0,51
"294","esrt2lac5",2,0,0,0,0,0,1,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,4,1,1,0,3,0,0,0,0,0,22
"295","lq5aencvm",2,0,10,3,2,0,0,8,6,0,2,1,4,3,2,28,0,1,4,0,8,0,7,0,0,2,0,0,0,2,0,9,0,0,0,0,104
"296","p46cnsq28",4,1,1,1,1,2,1,2,1,0,0,0,1,0,0,7,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,7,0,1,0,0,37
"297","91mur5fg2",2,1,0,0,1,3,1,0,0,0,0,4,1,1,0,1,5,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,25
"298","bf7gqdeun",2,0,0,1,0,3,4,8,0,1,0,0,5,0,0,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,32
"299","lif7b6acy",1,2,1,2,1,0,10,1,3,2,0,1,0,0,0,0,0,0,2,1,1,0,1,0,1,1,12,1,4,1,5,2,0,1,0,0,57
"300","rzo3718sw",1,1,2,1,3,2,0,1,0,2,1,0,0,0,3,0,0,0,0,1,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0,0,24
"301","zu38ts1kx",10,0,2,2,0,2,1,4,0,0,1,0,2,1,2,5,1,0,1,1,1,1,0,0,1,7,0,3,1,1,0,2,0,1,0,0,53
"302","6aymn9fb4",4,3,1,2,1,1,0,0,0,0,1,0,0,6,0,7,2,0,3,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,37
"303","68c4hdv9e",1,1,1,4,3,9,0,0,2,1,2,0,2,17,2,0,14,5,1,0,1,0,0,0,2,3,1,0,0,0,0,0,0,2,0,0,74
"304","l7h5esqvb",2,2,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"305","l5wginmo6",9,1,3,2,0,0,10,0,6,3,0,2,1,0,5,0,0,1,0,3,0,1,0,0,0,2,6,0,4,0,1,1,1,0,0,6,68
"306","qixwc73lf",3,2,1,9,3,1,1,1,2,1,1,2,1,1,3,14,0,2,25,0,1,3,2,1,0,1,0,3,3,0,0,8,9,1,0,0,105
"307","8vajf5i34",3,0,1,0,4,0,1,1,0,0,2,1,1,8,1,9,5,1,1,2,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,51
"308","sd356hmj7",2,0,1,1,2,6,3,1,4,0,0,0,1,1,3,14,0,1,4,1,3,2,2,1,0,3,0,0,3,1,2,8,0,1,0,0,71
"309","s9vq2x8z6",5,1,0,3,1,0,0,0,0,0,0,1,1,0,2,1,0,1,7,0,2,0,0,0,0,1,1,3,0,0,0,0,5,0,0,0,35
"310","zfotdvqnh",3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
"311","bqx8pozc9",6,1,2,4,0,0,0,2,0,3,1,1,3,0,4,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,1,0,1,0,0,0,37
"312","mtekbzd4w",3,1,0,4,0,1,1,0,1,1,0,1,0,6,2,1,5,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35
"313","6nyljzwi4",12,3,4,8,1,0,1,3,0,1,1,0,0,2,6,5,1,0,1,0,1,2,0,1,0,1,1,0,3,0,0,3,1,1,0,0,63
"314","rt4i37dpv",4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,17
"315","k5phbcmj1",8,1,0,10,0,2,1,0,1,4,1,0,1,1,1,0,0,0,5,1,1,1,0,1,2,2,0,2,0,0,0,0,2,0,0,0,48
"316","gvhk5w89z",5,1,1,3,3,0,2,1,0,2,1,1,0,15,0,1,6,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,52
"317","7y6qstpfx",3,1,0,4,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"318","bn5j2u98x",7,3,1,1,2,0,2,1,3,0,0,0,0,1,1,17,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,48
"319","lscx34yij",7,1,2,5,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22
"320","4htnlxmwo",4,1,0,0,0,2,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
